,actual,prediction,,
8341,0.5926,0.4852780045,,0.1073219955
8342,0.5802,0.4922114816,,0.0879885184
8343,0.4321,0.4881568962,,0.0560568962
8344,0.6049,0.5456944536,,0.0592055464
8345,0.3951,0.4907991326,,0.0956991326
8346,0.3951,0.49086142,,0.09576142
8347,0.5556,0.5104841916,,0.0451158084
8348,0.4074,0.5459134792,,0.1385134792
8349,0.4753,0.4886144526,,0.0133144526
8350,0.4506,0.4846355389,,0.0340355389
8351,0.4753,0.488741699,,0.013441699
8352,0.4506,0.4846405929,,0.0340405929
8353,0.5802,0.5124566187,,0.0677433813
8354,0.5802,0.5088516113,,0.0713483887
8355,0.5802,0.5174388205,,0.0627611795
8356,0.5802,0.5065713594,,0.0736286406
8357,0.4383,0.5059784849,,0.0676784849
8358,0.4877,0.4860140282,,0.0016859718
8359,0.5432,0.4848875666,,0.0583124334
8360,0.4877,0.4870946692,,0.0006053308
8361,0.5432,0.4846917586,,0.0585082414
8362,0.4877,0.4883211,,0.0006211
8363,0.4877,0.5116265809,,0.0239265809
8364,0.5802,0.4863649631,,0.0938350369
8365,0.4506,0.5246034153,,0.0740034153
8366,0.4506,0.5270472147,,0.0764472147
8367,0.4506,0.4847420582,,0.0341420582
8368,0.4506,0.4849178783,,0.0343178783
8369,0.4506,0.4848585935,,0.0342585935
8370,0.4506,0.4864406846,,0.0358406846
8371,0.4506,0.5023713468,,0.0517713468
8372,0.4506,0.5111020379,,0.0605020379
8373,0.4753,0.4857529821,,0.0104529821
8374,0.4753,0.4877461871,,0.0124461871
8375,0.4321,0.5046838098,,0.0725838098
8376,0.5494,0.484601147,,0.064798853
8377,0.5123,0.4854950709,,0.0268049291
8378,0.5494,0.4863423906,,0.0630576094
8379,0.5123,0.4871076335,,0.0251923665
8380,0.5494,0.4845610961,,0.0648389039
8381,0.5123,0.4851581692,,0.0271418308
8382,0.5494,0.4845850924,,0.0648149076
8383,0.5123,0.485360395,,0.026939605
8384,0.4877,0.4859590339,,0.0017409661
8385,0.5802,0.4905172474,,0.0896827526
8386,0.5802,0.491766286,,0.088433714
8387,0.5494,0.4994733476,,0.0499266524
8388,0.4321,0.4872252015,,0.0551252015
8389,0.4877,0.5069688198,,0.0192688198
8390,0.4383,0.4872986331,,0.0489986331
8391,0.4506,0.4928865464,,0.0422865464
8392,0.4753,0.4958969243,,0.0205969243
8393,0.5494,0.5036799462,,0.0457200538
8394,0.4506,0.5065892961,,0.0559892961
8395,0.4321,0.5008026207,,0.0687026207
8396,0.4506,0.4970615953,,0.0464615953
8397,0.4321,0.4961844751,,0.0640844751
8398,0.5556,0.4949078981,,0.0606921019
8399,0.5556,0.4964630082,,0.0591369918
8400,0.4506,0.5037860234,,0.0531860234
8401,0.4506,0.4969327818,,0.0463327818
8402,0.4383,0.4852549436,,0.0469549436
8403,0.4506,0.4959581591,,0.0453581591
8404,0.4321,0.485817221,,0.053717221
8405,0.4691,0.4919284064,,0.0228284064
8406,0.4753,0.5027133464,,0.0274133464
8407,0.4506,0.5152561911,,0.0646561911
8408,0.5432,0.4850024475,,0.0581975525
8409,0.5432,0.4861286897,,0.0570713103
8410,0.5432,0.4828301167,,0.0603698833
8411,0.5432,0.4853761257,,0.0578238743
8412,0.5432,0.485640295,,0.057559705
8413,0.4691,0.491703091,,0.022603091
8414,0.5556,0.485544969,,0.070055031
8415,0.4506,0.4845926261,,0.0339926261
8416,0.5123,0.5069880758,,0.0053119242
8417,0.5556,0.4851642462,,0.0704357538
8418,0.4877,0.5069579743,,0.0192579743
8419,0.5926,0.4844824666,,0.1081175334
8420,0.5432,0.5268262168,,0.0163737832
8421,0.537,0.4976538032,,0.0393461968
8422,0.6049,0.5104841916,,0.0944158084
8423,0.5926,0.4995730383,,0.0930269617
8424,0.5247,0.4864573863,,0.0382426137
8425,0.5926,0.4953907969,,0.0972092031
8426,0.5247,0.4860164831,,0.0386835169
8427,0.5926,0.4969036783,,0.0956963217
8428,0.5247,0.4864185493,,0.0382814507
8429,0.5926,0.4965950669,,0.0960049331
8430,0.5247,0.4864142919,,0.0382857081
8431,0.5926,0.4920697952,,0.1005302048
8432,0.5247,0.4845657465,,0.0401342535
8433,0.5926,0.5062556695,,0.0863443305
8434,0.5247,0.4865611173,,0.0381388827
8435,0.5062,0.4988670449,,0.0073329551
8436,0.5185,0.5006658843,,0.0178341157
8437,0.4506,0.4922823281,,0.0416823281
8438,0.4506,0.5037830047,,0.0531830047
8439,0.5432,0.5069853303,,0.0362146697
8440,0.6049,0.5003824601,,0.1045175399
8441,0.4506,0.4956684318,,0.0450684318
8442,0.5926,0.5057510394,,0.0868489606
8443,0.4383,0.4990229031,,0.0607229031
8444,0.5926,0.5250755435,,0.0675244565
8445,0.4383,0.5381023634,,0.0998023634
8446,0.5926,0.5298007127,,0.0627992873
8447,0.4383,0.539653282,,0.101353282
8448,0.5926,0.5224345576,,0.0701654424
8449,0.4383,0.5348959969,,0.0965959969
8450,0.5062,0.5007331946,,0.0054668054
8451,0.5926,0.5386065411,,0.0539934589
8452,0.4136,0.5124613006,,0.0988613006
8453,0.4074,0.5016775851,,0.0942775851
8454,0.4074,0.5039831858,,0.0965831858
8455,0.4877,0.4851196963,,0.0025803037
8456,0.5185,0.4868019188,,0.0316980812
8457,0.5185,0.486172946,,0.032327054
8458,0.5556,0.5195075004,,0.0360924996
8459,0.4506,0.4844863356,,0.0338863356
8460,0.5185,0.4940010442,,0.0244989558
8461,0.4753,0.4848693624,,0.0095693624
8462,0.5926,0.4878498996,,0.1047501004
8463,0.537,0.5035604738,,0.0334395262
8464,0.4506,0.4845492997,,0.0339492997
8465,0.4074,0.4855371399,,0.0781371399
8466,0.4321,0.5002599886,,0.0681599886
8467,0.4136,0.4968587009,,0.0832587009
8468,0.4506,0.4877357906,,0.0371357906
8469,0.4321,0.5012200634,,0.0691200634
8470,0.4136,0.4958829285,,0.0822829285
8471,0.4506,0.4777004005,,0.0271004005
8472,0.4321,0.4981364059,,0.0660364059
8473,0.4136,0.4950934791,,0.0814934791
8474,0.4506,0.4872040355,,0.0366040355
8475,0.4321,0.4938250669,,0.0617250669
8476,0.5494,0.51402653,,0.03537347
8477,0.4321,0.5019914209,,0.0698914209
8478,0.5494,0.509759514,,0.039640486
8479,0.4383,0.4997422888,,0.0614422888
8480,0.3951,0.4845352045,,0.0894352045
8481,0.5802,0.5004029487,,0.0797970513
8482,0.6049,0.5041248597,,0.1007751403
8483,0.4136,0.4915905663,,0.0779905663
8484,0.4136,0.4863103932,,0.0727103932
8485,0.4136,0.4880320891,,0.0744320891
8486,0.5432,0.5029040834,,0.0402959166
8487,0.5802,0.5038693105,,0.0763306895
8488,0.4753,0.4849029255,,0.0096029255
8489,0.5556,0.4899034817,,0.0656965183
8490,0.4877,0.4853017977,,0.0023982023
8491,0.5247,0.5093756399,,0.0153243601
8492,0.4506,0.5092654454,,0.0586654454
8493,0.5062,0.4973861635,,0.0088138365
8494,0.4383,0.4919657697,,0.0536657697
8495,0.5432,0.4847051544,,0.0584948456
8496,0.5556,0.4864151162,,0.0691848838
8497,0.5556,0.504567522,,0.051032478
8498,0.5556,0.5109483866,,0.0446516134
8499,0.5556,0.5000335084,,0.0555664916
8500,0.4877,0.488556576,,0.000856576
,,,,0.0503846011
,,0.5195075004,,
